Sector,MSME_ID,Export_Volume_PreFTA,Export_Volume_PostFTA_Est,Tariff_PreFTA,Tariff_PostFTA,UK_Demand_Growth,Production_Capacity,Export_Experience,Logistics_Cost,Certifications,Workforce_Size,FTA_Access_Score,UK_Market_Share,Sentiment_Score,Exchange_Rate_Impact,Procurement_Opportunity,Innovation_Index,Target_Export_Growth
alcoholic beverages,MSME_AL00178,6.699999999999999,8.79,139.67,39.91,3.01,198.93,7,1.51,2,71,0.43,7.4,0.48,-7.14,False,0.45,78.05
leather,MSME_LE00179,5.47,7.69,33.84,3.07,-4.11,97.78,13,1.44,3,418,0.35,0.34,0.54,-3.88,False,0.41,65.05
leather,MSME_LE00180,4.3999999999999995,6.07,0.24,0.5,3.69,136.51,16,2.53,1,384,0.0,7.1,0.42,-5.35,False,0.36,81.33
textiles,MSME_TE00181,13.34,16.84,19.06,1.61,7.15,45.59,8,1.14,0,25,0.64,2.22,0.71,-1.68,False,0.45,22.85
pharmaceuticals,MSME_PH00182,6.46,9.35,18.16,4.11,8.32,127.6,17,1.25,5,370,0.59,8.24,0.81,0.4,False,0.39,78.66
textiles,MSME_TE00183,1.6800000000000002,2.18,12.84,0.67,9.44,11.34,11,2.04,0,483,0.71,1.97,0.82,5.66,False,0.44,61.38
leather,MSME_LE00184,11.4,15.2,18.68,1.7,4.4,17.0,10,4.14,2,151,0.56,5.69,0.51,8.14,False,0.49,45.13
pharmaceuticals,MSME_PH00185,2.47,3.64,27.01,0.58,0.63,113.14,9,0.74,2,409,0.51,8.77,0.85,-6.34,False,0.47,17.31
textiles,MSME_TE00186,5.739999999999999,8.48,12.69,2.38,9.52,199.89,16,1.83,2,32,0.64,8.67,0.7,2.69,False,0.45,5.27
gems and jewelry,MSME_GE00187,9.889999999999999,11.61,22.08,2.08,10.79,74.55,5,2.39,3,474,0.72,2.24,0.65,3.56,False,0.42,33.05
pharmaceuticals,MSME_PH00188,0.83,1.13,29.54,1.58,9.67,79.33,7,2.37,2,360,0.72,0.94,0.81,6.47,False,0.77,56.66
alcoholic beverages,MSME_AL00189,0.63,0.87,112.09,39.11,12.57,142.02,13,2.1,0,391,0.64,4.1,0.43,0.62,False,0.42,5.94
leather,MSME_LE00190,3.22,4.78,20.76,3.39,-1.88,154.91,14,1.14,3,190,0.37,8.59,0.46,-2.35,False,0.37,22.27
footwear,MSME_FO00191,2.96,3.65,13.67,3.7,3.35,128.55,11,0.06,2,377,0.45,6.5,0.56,9.48,False,0.47,7.24
chemicals,MSME_CH00192,11.54,16.31,31.22,2.29,5.97,60.93,2,3.57,0,102,0.61,6.07,0.66,3.43,True,0.42,99.07
leather,MSME_LE00193,1.4700000000000002,1.93,26.04,3.22,0.61,155.5,16,1.17,3,203,0.45,1.49,0.5,2.45,False,0.46,59.94
alcoholic beverages,MSME_AL00194,0.89,1.27,131.8,33.88,10.11,52.35,16,4.74,1,220,0.62,7.28,0.41,3.8,False,0.44,93.41
electronics,MSME_EL00195,3.54,4.22,1.78,2.08,13.02,152.34,20,4.81,1,298,0.24,9.29,0.7,5.22,True,0.63,22.13
chemicals,MSME_CH00196,3.17,4.2,34.56,2.41,13.47,135.03,16,4.91,0,54,0.8,8.55,0.7,-4.81,True,0.39,61.39
leather,MSME_LE00197,0.48,0.65,39.25,0.95,2.93,181.63,1,3.51,2,249,0.56,9.53,0.52,9.34,False,0.38,86.15
chemicals,MSME_CH00198,7.52,9.2,9.28,2.29,11.72,192.05,17,3.87,1,48,0.67,0.22,0.64,-3.57,True,0.47,74.24
marine products,MSME_MA00199,0.6,0.76,1.17,2.4,9.94,24.14,8,0.81,2,159,0.0,9.55,0.63,-0.11,False,0.4,50.75
leather,MSME_LE00200,5.1499999999999995,5.85,1.3,0.29,-0.56,55.47,16,3.95,3,353,0.37,5.68,0.57,-5.19,False,0.34,92.23
pharmaceuticals,MSME_PH00201,0.64,0.83,8.83,0.19,0.54,35.46,1,3.41,2,225,0.5,4.37,0.74,4.38,False,0.64,45.61
pharmaceuticals,MSME_PH00202,2.08,2.99,5.75,2.15,13.56,169.25,4,2.13,5,283,0.65,4.82,0.73,1.82,False,0.41,36.5
marine products,MSME_MA00203,9.76,11.54,2.85,0.35,14.11,101.63,2,0.52,2,44,0.79,0.57,0.6,4.53,False,0.45,38.5
gems and jewelry,MSME_GE00204,8.81,11.51,18.53,0.23,4.35,186.24,20,3.84,0,253,0.6,0.71,0.72,-5.99,False,0.34,5.96
marine products,MSME_MA00205,2.98,4.33,2.08,0.96,4.65,146.48,3,3.72,0,401,0.39,4.28,0.56,-3.94,False,0.37,72.7
marine products,MSME_MA00206,8.59,10.07,14.84,4.51,12.1,196.98,20,2.74,3,245,0.65,3.87,0.67,-9.59,False,0.35,54.17
chemicals,MSME_CH00207,1.6700000000000002,2.26,19.27,1.81,14.24,126.62,20,2.82,0,325,0.81,7.11,0.67,-6.56,True,0.49,47.64
textiles,MSME_TE00208,0.97,1.14,10.98,4.02,1.83,25.46,16,0.2,0,481,0.36,1.51,0.78,-6.85,False,0.32,77.65
pharmaceuticals,MSME_PH00209,5.659999999999999,7.21,21.97,1.56,7.24,101.58,3,1.95,4,47,0.65,8.41,0.74,-9.77,False,0.72,97.17
textiles,MSME_TE00210,2.98,3.56,17.05,4.09,8.2,193.42,18,2.18,0,287,0.59,4.87,0.77,6.18,False,0.44,64.38
marine products,MSME_MA00211,2.0,2.85,20.06,0.35,4.69,187.09,17,4.17,2,183,0.61,0.22,0.58,3.48,False,0.31,57.14
gems and jewelry,MSME_GE00212,1.8,2.2,14.12,3.11,5.01,146.67,13,3.05,3,63,0.52,3.62,0.64,3.55,False,0.31,24.51
pharmaceuticals,MSME_PH00213,2.5,3.73,31.39,3.67,1.74,156.31,19,1.43,3,323,0.49,4.38,0.77,9.61,False,0.34,54.28
leather,MSME_LE00214,1.09,1.62,4.53,2.02,2.38,141.06,8,1.06,0,208,0.34,0.83,0.52,4.8,False,0.43,57.21
leather,MSME_LE00215,5.949999999999999,6.89,23.81,0.86,4.26,14.13,8,0.51,3,407,0.59,6.27,0.62,2.97,False,0.35,6.44
leather,MSME_LE00216,16.860000000000003,20.24,27.04,3.53,1.1,62.93,3,1.29,1,417,0.46,1.82,0.49,2.25,False,0.34,94.21
alcoholic beverages,MSME_AL00217,0.13,0.18,131.26,33.74,0.76,125.68,12,2.94,0,141,0.39,4.56,0.4,9.15,False,0.38,84.78
chemicals,MSME_CH00218,1.1400000000000001,1.56,39.08,0.51,0.12,87.0,2,4.46,0,131,0.5,8.09,0.71,0.25,True,0.39,99.64
electronics,MSME_EL00219,1.4000000000000001,1.85,26.83,3.5,12.04,130.97,20,4.39,3,440,0.74,0.24,0.71,-5.03,True,0.43,30.73
marine products,MSME_MA00220,1.52,1.71,18.36,3.66,9.1,134.74,17,1.89,2,142,0.63,8.86,0.59,-4.33,False,0.46,42.76
electronics,MSME_EL00221,3.7,4.44,39.51,1.46,17.71,85.79,5,4.01,2,373,0.92,8.67,0.58,8.31,True,0.82,8.33
footwear,MSME_FO00222,7.84,9.91,34.95,3.19,12.5,100.14,17,3.26,0,339,0.77,0.73,0.52,-1.12,False,0.3,33.6
chemicals,MSME_CH00223,3.5900000000000003,4.03,19.64,4.64,1.58,153.01,13,0.11,0,389,0.42,9.25,0.74,-7.76,True,0.4,79.72
leather,MSME_LE00224,14.379999999999999,20.11,28.82,4.13,-0.54,161.27,0,1.58,3,287,0.41,5.2,0.39,-2.92,False,0.47,79.98
pharmaceuticals,MSME_PH00225,1.9400000000000002,2.84,38.11,1.63,5.32,101.37,6,1.2,2,217,0.61,9.05,0.83,-8.45,False,0.8,38.14
chemicals,MSME_CH00226,3.79,5.37,35.38,1.72,6.93,83.2,8,0.84,0,91,0.65,1.87,0.65,-7.65,True,0.33,5.19
alcoholic beverages,MSME_AL00227,6.4399999999999995,8.97,125.75,31.61,1.25,4.32,10,3.68,2,466,0.41,1.3,0.49,2.69,False,0.42,16.25
pharmaceuticals,MSME_PH00228,1.29,1.58,6.68,1.22,4.01,67.47,7,4.93,2,179,0.51,7.56,0.82,-1.76,False,0.75,24.35
textiles,MSME_TE00229,2.08,2.74,15.75,0.11,14.18,139.48,20,0.63,0,299,0.85,1.51,0.79,3.84,False,0.34,42.23
alcoholic beverages,MSME_AL00230,11.4,13.47,125.39,34.19,0.27,158.66,2,2.83,0,495,0.37,6.92,0.46,6.72,False,0.46,85.12
textiles,MSME_TE00231,3.42,4.22,17.92,2.26,2.75,171.07,12,2.45,2,185,0.51,4.16,0.84,2.96,False,0.3,31.68
pharmaceuticals,MSME_PH00232,1.27,1.42,19.17,0.91,11.15,169.66,19,3.26,2,86,0.76,3.82,0.79,9.94,False,0.64,35.51
leather,MSME_LE00233,1.34,1.66,14.9,0.34,-1.3,93.12,19,0.27,2,111,0.46,9.3,0.57,-2.42,False,0.47,85.02
electronics,MSME_EL00234,2.44,3.3,3.81,0.52,10.49,116.41,8,2.94,0,372,0.69,7.54,0.7,-7.19,True,0.7,63.95
marine products,MSME_MA00235,6.88,8.04,7.8,4.45,11.25,181.69,2,2.19,1,296,0.5,8.54,0.67,0.83,False,0.45,34.16
chemicals,MSME_CH00236,2.7800000000000002,3.85,15.45,2.94,2.78,120.15,1,2.15,3,142,0.47,5.12,0.65,6.44,True,0.43,80.64
chemicals,MSME_CH00237,1.6900000000000002,2.33,10.56,4.7,9.55,65.24,12,4.14,0,382,0.52,2.86,0.78,3.09,True,0.46,11.0
leather,MSME_LE00238,7.6,10.86,18.46,4.92,2.87,154.85,19,1.87,3,396,0.44,0.41,0.48,1.15,False,0.31,68.35
marine products,MSME_MA00239,2.05,2.99,35.52,1.63,13.51,199.23,5,0.52,3,335,0.81,8.15,0.62,4.14,False,0.49,83.53
textiles,MSME_TE00240,11.77,17.34,18.01,3.37,0.09,93.43,14,1.55,0,373,0.41,9.62,0.74,-8.4,False,0.36,6.5
electronics,MSME_EL00241,0.19,0.28,28.25,1.54,11.33,102.57,2,4.7,0,345,0.76,4.08,0.7,-2.19,True,0.34,65.64
marine products,MSME_MA00242,6.699999999999999,9.18,5.54,2.89,8.54,173.75,10,4.65,2,32,0.45,5.32,0.63,1.86,False,0.31,48.2
textiles,MSME_TE00243,5.72,7.84,13.73,4.71,2.51,100.32,8,3.24,0,493,0.39,0.79,0.79,1.09,False,0.45,81.97
marine products,MSME_MA00244,2.77,3.27,1.69,2.9,6.79,189.77,17,0.14,3,421,0.0,6.14,0.64,6.06,False,0.49,55.91
footwear,MSME_FO00245,3.45,4.35,6.15,2.86,4.16,184.3,10,2.98,3,303,0.37,0.61,0.57,-9.37,False,0.38,13.03
chemicals,MSME_CH00246,4.77,6.93,35.32,3.3,3.17,172.67,14,3.43,2,185,0.53,8.02,0.67,3.82,True,0.42,63.8
footwear,MSME_FO00247,14.23,20.07,5.12,1.74,6.53,79.49,16,4.27,1,417,0.49,0.94,0.52,-2.29,False,0.31,25.03
marine products,MSME_MA00248,1.4000000000000001,1.8,10.74,0.5,2.51,29.88,2,4.93,0,300,0.54,1.23,0.63,-5.61,False,0.3,83.53
alcoholic beverages,MSME_AL00249,2.38,2.95,115.12,39.75,2.55,179.7,17,1.75,2,348,0.39,1.63,0.39,-8.35,False,0.4,33.73
chemicals,MSME_CH00250,4.239999999999999,6.03,5.49,2.9,7.58,29.24,2,0.07,3,450,0.43,8.77,0.72,-2.09,True,0.44,31.78
electronics,MSME_EL00251,2.36,2.78,13.88,2.74,19.92,133.01,9,1.6,2,171,0.9,5.67,0.7,5.3,True,0.86,6.5
leather,MSME_LE00252,3.8000000000000003,4.9,26.24,2.8,1.87,131.79,2,4.01,3,443,0.49,7.02,0.52,8.07,False,0.48,82.7
footwear,MSME_FO00253,3.67,5.12,20.52,4.35,6.04,194.06,7,1.89,3,191,0.55,1.5,0.42,1.42,False,0.34,31.47
leather,MSME_LE00254,1.33,1.56,33.03,1.43,4.27,194.0,7,1.89,1,210,0.59,2.6,0.56,1.46,False,0.37,98.91
textiles,MSME_TE00255,0.23,0.28,15.2,2.61,8.83,150.46,12,4.36,1,437,0.63,6.31,0.71,5.01,False,0.33,48.54
alcoholic beverages,MSME_AL00256,2.2600000000000002,2.57,124.31,39.21,0.6,58.65,7,4.63,2,191,0.36,5.94,0.49,5.21,False,0.4,71.89
textiles,MSME_TE00257,13.78,17.23,17.08,2.38,10.12,152.7,15,1.74,2,120,0.68,6.73,0.83,-0.63,False,0.45,16.72
gems and jewelry,MSME_GE00258,5.02,6.08,34.12,4.64,14.95,159.3,10,2.27,0,292,0.81,0.59,0.62,2.17,False,0.36,21.48
textiles,MSME_TE00259,2.49,3.54,13.92,3.75,1.88,154.67,20,2.85,2,60,0.41,3.93,0.77,-8.68,False,0.3,83.55
textiles,MSME_TE00260,3.8200000000000003,5.39,12.34,1.73,0.45,192.32,7,4.67,2,277,0.44,6.57,0.72,2.39,False,0.42,53.1
chemicals,MSME_CH00261,2.2600000000000002,3.31,13.59,2.28,10.17,108.83,3,3.13,1,87,0.67,3.19,0.65,-3.2,True,0.32,47.07
alcoholic beverages,MSME_AL00262,1.61,1.99,141.73,39.35,2.79,74.82,3,1.03,2,141,0.43,2.48,0.4,-3.17,False,0.39,91.76
alcoholic beverages,MSME_AL00263,1.1500000000000001,1.27,103.0,39.05,9.71,54.97,18,4.53,0,199,0.55,7.59,0.5,-8.89,False,0.3,25.18
electronics,MSME_EL00264,5.55,7.02,16.1,4.42,18.96,181.88,15,3.47,0,250,0.84,1.99,0.67,-1.4,True,0.8,16.39
textiles,MSME_TE00265,6.739999999999999,8.85,12.88,2.46,4.5,119.42,13,3.18,0,382,0.52,5.51,0.7,8.05,False,0.37,74.64
alcoholic beverages,MSME_AL00266,5.47,8.06,141.05,35.67,9.86,179.73,17,2.82,3,204,0.62,8.28,0.44,1.54,False,0.39,16.28
pharmaceuticals,MSME_PH00267,19.8,23.48,2.69,2.97,11.08,6.97,10,2.68,5,427,0.22,1.81,0.8,1.36,False,0.48,94.14
electronics,MSME_EL00268,8.639999999999999,12.9,10.39,4.85,14.31,69.83,19,0.18,0,443,0.62,2.26,0.7,-7.24,True,0.71,90.29
pharmaceuticals,MSME_PH00269,6.9399999999999995,7.85,35.84,3.97,2.37,10.83,12,0.47,2,500,0.5,4.87,0.81,6.82,False,0.43,41.19
pharmaceuticals,MSME_PH00270,8.36,11.95,15.38,2.3,4.55,186.54,5,3.41,3,309,0.54,4.27,0.83,-3.76,False,0.45,67.15
leather,MSME_LE00271,4.93,6.08,37.12,4.22,-2.76,48.21,14,3.08,2,243,0.37,6.65,0.51,-8.46,False,0.37,57.31
marine products,MSME_MA00272,2.68,3.84,32.59,3.06,5.6,51.44,0,2.25,3,145,0.59,5.36,0.51,-5.66,False,0.36,57.85
pharmaceuticals,MSME_PH00273,0.25,0.37,6.25,1.1,7.77,142.17,2,1.2,5,275,0.61,7.34,0.81,9.16,False,0.43,89.19
leather,MSME_LE00274,13.709999999999999,20.11,25.42,3.15,-0.97,150.6,17,0.26,0,225,0.41,4.04,0.55,3.16,False,0.3,94.6
textiles,MSME_TE00275,1.4500000000000002,1.66,17.68,2.5,6.51,50.28,8,1.58,1,116,0.59,8.86,0.74,1.19,False,0.47,72.72
pharmaceuticals,MSME_PH00276,6.069999999999999,7.46,9.36,1.05,12.86,164.18,2,4.74,5,154,0.77,7.85,0.8,3.19,False,0.71,16.44
marine products,MSME_MA00277,14.049999999999999,16.47,24.91,1.11,4.61,109.52,1,0.9,3,499,0.59,7.6,0.58,7.96,False,0.32,42.34
alcoholic beverages,MSME_AL00278,0.63,0.7,133.09,36.02,2.45,47.15,10,4.16,1,177,0.43,3.12,0.4,-4.45,False,0.31,93.06
gems and jewelry,MSME_GE00279,1.3,1.65,0.39,4.29,10.97,189.38,11,1.6,2,308,0.0,7.01,0.6,-2.72,False,0.41,5.59
footwear,MSME_FO00280,0.42000000000000004,0.55,22.64,3.76,1.98,102.88,7,0.51,0,258,0.47,1.72,0.52,-4.81,False,0.32,13.54
leather,MSME_LE00281,1.1700000000000002,1.31,25.06,1.44,-2.2,66.73,6,0.3,3,385,0.42,4.48,0.45,-3.31,False,0.38,55.34
gems and jewelry,MSME_GE00282,0.98,1.3,32.22,3.8,2.31,30.28,5,1.77,1,410,0.5,1.34,0.67,1.7,False,0.37,81.27
leather,MSME_LE00283,1.52,2.27,13.79,1.69,-1.88,24.86,18,2.09,1,120,0.39,6.76,0.48,6.52,False,0.43,83.31
footwear,MSME_FO00284,2.63,3.06,29.52,1.8,10.07,54.49,1,0.2,0,110,0.72,5.1,0.61,0.14,False,0.43,98.59
marine products,MSME_MA00285,7.409999999999999,9.44,17.86,3.09,9.98,100.39,15,1.05,0,419,0.66,6.92,0.56,6.47,False,0.41,79.05
electronics,MSME_EL00286,0.18,0.26,1.61,4.45,19.92,59.17,20,3.84,1,110,0.0,8.67,0.68,3.53,True,0.66,62.3
footwear,MSME_FO00287,5.84,7.77,17.16,1.38,11.53,45.64,9,1.2,0,365,0.75,6.56,0.59,-4.98,False,0.43,25.17
chemicals,MSME_CH00288,0.75,1.04,4.54,4.98,2.75,119.03,11,1.69,3,350,0.02,0.24,0.69,-9.44,True,0.43,45.51
gems and jewelry,MSME_GE00289,4.07,4.76,11.84,3.32,14.48,10.56,11,2.98,3,129,0.72,0.34,0.63,-2.74,False,0.41,84.78
pharmaceuticals,MSME_PH00290,0.78,1.11,34.52,0.75,12.77,198.29,13,3.93,2,360,0.81,6.09,0.84,2.29,False,0.65,29.1
textiles,MSME_TE00291,7.159999999999999,8.11,19.24,1.63,1.92,88.75,13,3.66,0,497,0.51,8.39,0.73,-7.45,False,0.33,82.28
chemicals,MSME_CH00292,13.0,16.7,19.96,1.59,13.41,129.16,13,0.64,0,249,0.8,7.15,0.64,-9.74,True,0.41,85.86
pharmaceuticals,MSME_PH00293,15.91,21.1,20.58,0.43,8.23,76.31,12,4.94,4,93,0.7,3.96,0.76,-0.4,False,0.38,12.7
pharmaceuticals,MSME_PH00294,8.95,13.34,16.19,0.44,0.99,178.32,2,4.07,3,441,0.51,3.13,0.88,3.64,False,0.49,17.65
alcoholic beverages,MSME_AL00295,5.1,5.87,128.92,36.93,10.51,150.82,3,2.16,2,106,0.62,1.02,0.4,5.61,False,0.43,77.91
leather,MSME_LE00296,1.9400000000000002,2.52,31.86,1.16,-2.74,110.43,15,1.45,2,303,0.41,2.85,0.53,6.65,False,0.5,50.05
alcoholic beverages,MSME_AL00297,0.44999999999999996,0.5,114.78,39.33,7.85,54.72,5,1.3,1,373,0.52,6.18,0.51,7.96,False,0.46,60.4
footwear,MSME_FO00298,6.6499999999999995,8.29,25.64,2.33,2.85,140.5,13,1.72,2,121,0.53,5.34,0.57,9.5,False,0.47,33.79
electronics,MSME_EL00299,17.09,23.09,37.23,3.38,13.07,74.32,8,1.29,2,32,0.78,5.84,0.71,-3.09,True,0.79,49.34
gems and jewelry,MSME_GE00300,0.5,0.58,2.44,2.5,1.6,23.27,19,2.03,2,114,0.03,8.84,0.56,3.19,False,0.39,66.58
pharmaceuticals,MSME_PH00301,0.42000000000000004,0.6,37.62,3.24,14.32,30.71,9,1.35,5,385,0.81,1.2,0.73,7.36,False,0.48,20.44
leather,MSME_LE00302,5.7299999999999995,6.39,24.8,3.49,-2.85,8.87,17,4.37,2,12,0.36,3.52,0.51,-8.41,False,0.41,91.26
gems and jewelry,MSME_GE00303,2.62,3.19,5.74,0.76,6.49,119.34,16,2.64,1,478,0.6,4.75,0.72,0.05,False,0.34,34.93
footwear,MSME_FO00304,7.9399999999999995,11.64,14.39,1.53,2.93,135.86,12,2.0,3,204,0.52,8.04,0.43,9.91,False,0.3,90.03
electronics,MSME_EL00305,0.91,1.29,24.72,1.71,18.74,3.07,0,2.86,0,275,0.93,6.14,0.65,-9.52,True,0.37,17.07
chemicals,MSME_CH00306,1.1500000000000001,1.48,30.09,4.53,12.53,39.78,10,4.14,1,200,0.74,3.6,0.71,6.52,True,0.43,79.52
alcoholic beverages,MSME_AL00307,4.659999999999999,5.9,147.9,35.41,9.08,44.49,16,2.88,0,154,0.61,0.69,0.52,2.09,False,0.45,54.72
footwear,MSME_FO00308,1.3900000000000001,1.9,3.2,2.21,2.45,37.3,14,3.01,3,115,0.22,8.56,0.51,-0.51,False,0.3,7.45
alcoholic beverages,MSME_AL00309,4.13,5.4,149.73,32.02,3.87,23.15,6,0.54,1,230,0.49,1.93,0.42,0.83,False,0.43,9.33
textiles,MSME_TE00310,14.69,21.11,12.97,0.39,2.55,25.83,13,2.62,0,424,0.55,3.65,0.8,-8.46,False,0.3,68.69
alcoholic beverages,MSME_AL00311,5.2299999999999995,6.61,124.48,34.15,0.36,67.41,13,4.94,3,327,0.37,9.68,0.34,1.0,False,0.49,15.9
footwear,MSME_FO00312,3.47,4.05,2.04,3.09,3.12,117.75,12,2.4,2,80,0.0,0.82,0.51,5.65,False,0.5,27.86
pharmaceuticals,MSME_PH00313,10.469999999999999,15.0,8.99,2.0,6.15,195.66,18,1.7,4,224,0.54,4.26,0.73,1.57,False,0.8,81.4
electronics,MSME_EL00314,10.17,11.43,27.68,0.7,14.16,109.94,12,3.11,3,314,0.84,0.69,0.76,9.88,True,0.31,74.37
footwear,MSME_FO00315,4.34,5.53,5.1,2.05,5.32,60.91,10,3.52,3,162,0.43,9.39,0.58,-3.0,False,0.35,67.31
pharmaceuticals,MSME_PH00316,1.2100000000000002,1.48,8.98,0.35,12.41,51.28,6,3.91,5,351,0.79,2.69,0.83,5.92,False,0.74,62.96
pharmaceuticals,MSME_PH00317,3.45,3.98,10.45,2.1,8.99,102.98,17,2.11,4,253,0.62,2.5,0.89,-8.17,False,0.49,14.94
alcoholic beverages,MSME_AL00318,0.7899999999999999,1.05,103.05,30.31,10.72,72.65,12,1.31,0,488,0.62,2.83,0.4,1.76,False,0.36,64.56
electronics,MSME_EL00319,8.36,11.24,11.83,1.28,13.27,33.34,15,1.03,2,406,0.78,3.13,0.7,1.1,True,0.65,45.52
footwear,MSME_FO00320,4.88,5.53,3.51,0.86,7.77,43.19,19,1.83,2,19,0.57,3.94,0.53,-4.13,False,0.35,36.61
footwear,MSME_FO00321,4.18,5.78,26.5,4.04,13.29,163.31,3,4.98,1,193,0.76,2.94,0.59,7.6,False,0.31,26.95
leather,MSME_LE00322,11.48,13.8,8.83,0.69,3.59,100.26,11,1.82,3,77,0.55,7.62,0.46,-5.81,False,0.5,66.33
gems and jewelry,MSME_GE00323,13.73,16.77,31.28,3.83,10.37,193.14,11,0.32,0,134,0.7,9.66,0.57,-1.44,False,0.43,73.98
leather,MSME_LE00324,2.39,2.77,8.26,1.57,1.36,79.96,18,2.64,1,148,0.44,8.14,0.52,-3.53,False,0.45,18.6
footwear,MSME_FO00325,5.46,7.41,1.02,3.94,13.55,53.85,18,1.28,3,84,0.0,8.11,0.58,7.51,False,0.36,86.58
alcoholic beverages,MSME_AL00326,9.83,13.82,107.33,36.9,14.18,136.67,16,3.36,2,30,0.68,2.51,0.43,-6.46,False,0.3,47.31
chemicals,MSME_CH00327,0.54,0.74,9.42,4.72,13.07,58.24,6,0.7,0,161,0.58,7.45,0.69,3.55,True,0.35,87.94
footwear,MSME_FO00328,1.02,1.14,28.7,2.38,12.74,76.99,8,4.11,1,377,0.78,6.4,0.62,-3.84,False,0.4,80.34
textiles,MSME_TE00329,19.98,29.43,19.34,2.01,7.03,141.27,16,1.56,2,342,0.62,4.14,0.66,7.73,False,0.31,96.33
pharmaceuticals,MSME_PH00330,5.779999999999999,7.82,10.82,1.24,14.13,60.01,7,2.0,5,260,0.8,0.21,0.82,-2.62,False,0.51,37.69
marine products,MSME_MA00331,3.7800000000000002,4.82,35.2,2.53,7.62,28.11,7,2.01,1,213,0.65,4.57,0.6,7.38,False,0.41,49.46
footwear,MSME_FO00332,2.74,3.91,35.8,4.27,10.1,27.9,15,1.32,1,136,0.69,5.18,0.59,9.91,False,0.39,92.47
textiles,MSME_TE00333,2.22,2.49,12.04,2.09,3.29,0.55,3,2.59,1,282,0.5,8.24,0.67,5.06,False,0.45,88.24
textiles,MSME_TE00334,6.51,7.76,17.06,1.54,3.63,15.06,0,3.61,0,443,0.55,0.45,0.74,6.05,False,0.37,47.2
gems and jewelry,MSME_GE00335,5.7299999999999995,7.47,34.46,4.33,0.15,155.72,3,4.94,3,150,0.44,9.87,0.63,5.09,False,0.35,56.15
electronics,MSME_EL00336,24.330000000000002,35.11,3.89,3.53,13.46,1.89,11,4.77,3,183,0.38,0.28,0.71,-6.3,True,0.56,10.84
footwear,MSME_FO00337,1.37,1.71,17.55,4.89,12.12,147.61,9,0.58,2,162,0.66,0.7,0.49,-4.05,False,0.36,35.44
electronics,MSME_EL00338,1.0,1.41,4.9,3.17,11.24,14.57,2,3.82,0,312,0.46,8.66,0.79,-7.22,True,0.56,50.87
chemicals,MSME_CH00339,1.29,1.48,33.46,2.51,0.22,160.69,6,1.04,2,112,0.47,2.96,0.69,-2.46,True,0.38,56.73
alcoholic beverages,MSME_AL00340,0.97,1.34,108.38,33.1,7.55,159.39,8,3.25,1,243,0.54,5.52,0.44,-1.73,False,0.31,31.03
marine products,MSME_MA00341,15.68,23.23,14.09,0.22,2.69,78.75,4,0.75,2,382,0.56,1.18,0.56,9.63,False,0.38,78.65
alcoholic beverages,MSME_AL00342,2.2,2.97,109.6,31.46,14.07,183.57,2,4.14,2,86,0.71,9.25,0.46,3.43,False,0.49,63.82
textiles,MSME_TE00343,8.81,12.12,15.52,1.21,6.39,193.56,14,1.53,0,36,0.62,3.69,0.81,6.48,False,0.34,49.56
pharmaceuticals,MSME_PH00344,8.17,9.58,4.39,4.42,5.14,136.93,0,4.28,2,105,0.13,3.67,0.73,0.88,False,0.44,85.65
pharmaceuticals,MSME_PH00345,2.63,3.15,32.49,1.71,1.67,114.3,7,3.59,2,153,0.52,4.49,0.81,-4.35,False,0.35,88.28
electronics,MSME_EL00346,6.63,8.09,23.97,1.01,18.9,23.42,3,4.76,3,380,0.95,6.01,0.69,-5.46,True,0.75,92.32
alcoholic beverages,MSME_AL00347,2.86,3.54,148.08,34.45,7.34,70.65,9,2.79,3,421,0.57,4.37,0.37,-3.76,False,0.45,80.65
textiles,MSME_TE00348,9.049999999999999,13.52,17.91,3.01,5.09,109.15,0,0.3,1,122,0.54,6.77,0.83,-2.86,False,0.43,22.71
gems and jewelry,MSME_GE00349,7.02,9.25,8.16,1.46,11.23,96.78,2,4.84,0,414,0.69,9.58,0.63,-1.46,False,0.4,90.31
alcoholic beverages,MSME_AL00350,3.8200000000000003,5.28,112.61,34.47,1.85,41.59,3,0.32,1,461,0.39,3.64,0.4,-7.23,False,0.45,86.41
electronics,MSME_EL00351,14.06,18.24,28.03,4.28,14.18,62.23,11,3.26,1,465,0.78,8.98,0.62,-7.61,True,0.5,82.5
marine products,MSME_MA00352,4.6499999999999995,5.85,18.94,4.27,5.1,174.0,10,0.47,2,447,0.51,6.84,0.64,4.8,False,0.46,16.32
electronics,MSME_EL00353,0.86,1.04,20.72,3.74,18.37,141.01,9,3.35,2,123,0.87,9.54,0.67,4.38,True,0.86,55.12
textiles,MSME_TE00354,1.6,1.79,17.26,0.61,4.54,106.73,11,0.33,1,401,0.6,7.1,0.78,1.65,False,0.32,16.53
footwear,MSME_FO00355,6.489999999999999,7.62,13.14,2.44,0.37,50.14,1,2.67,2,128,0.42,5.24,0.57,-6.05,False,0.46,22.65
gems and jewelry,MSME_GE00356,0.54,0.69,26.33,2.19,4.15,111.86,17,0.4,3,220,0.56,3.94,0.7,6.73,False,0.47,35.02
textiles,MSME_TE00357,9.66,10.78,10.5,3.12,0.95,65.26,7,1.72,1,345,0.38,2.89,0.7,-0.85,False,0.4,79.39
